;N2;N3;N4;N5;N6;N7;N8;N9;N10;N11;N12;N13;N14;N15;N16
315;109536.18551115732;109536.18551115732;109536.18551115732;0;109536.18551115732;109536.18551115732;109536.18551115732;109536.18551115732;0;109536.18551115732;109536.18551115732;0;109536.18551115732;0;0
316;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
317;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
318;0;0;0;0;0;0;0;0;133954.10432937386;0;0;0;0;0;0
319;0;0;0;112761.34399922859;0;0;0;0;0;0;0;112761.34399922859;0;112761.34399922859;112761.34399922859
320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
321;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
322;0;0;0;0;0;0;0;0;131991.80343426735;0;0;0;0;0;0
323;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
324;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
325;107583.40488389951;107583.40488389951;107583.40488389951;110920.98068743781;107583.40488389951;107583.40488389951;107583.40488389951;107583.40488389951;0;107583.40488389951;107583.40488389951;110920.98068743781;107583.40488389951;110920.98068743781;110920.98068743781
326;0;0;0;0;0;0;0;0;131689.9638296667;0;0;0;0;0;0
327;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
328;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
329;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
330;0;0;0;0;0;0;0;0;133601.8516304551;0;0;0;0;0;0
331;0;0;0;112506.48480981763;0;0;0;0;0;0;0;112506.48480981763;0;112506.48480981763;112506.48480981763
332;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
333;0;0;0;0;0;0;0;0;100855.5776761631;0;0;0;0;0;0
334;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
335;108994.61103587475;108994.61103587475;108994.61103587475;0;108994.61103587475;108994.61103587475;108994.61103587475;108994.61103587475;0;108994.61103587475;108994.61103587475;0;108994.61103587475;0;0
336;0;0;0;0;0;0;0;0;101711.18016260961;0;0;0;0;0;0
337;0;0;0;114064.10185054928;0;0;0;0;0;0;0;114064.10185054928;0;114064.10185054928;114064.10185054928
338;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
339;0;0;0;0;0;0;0;0;102013.18280344676;0;0;0;0;0;0
340;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
341;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
342;0;0;0;0;0;0;0;0;102315.21284319554;0;0;0;0;0;0
343;0;0;0;114970.54647961586;0;0;0;0;0;0;0;114970.54647961586;0;114970.54647961586;114970.54647961586
344;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
345;111030.10208497618;111030.10208497618;111030.10208497618;0;111030.10208497618;111030.10208497618;111030.10208497618;111030.10208497618;103171.03589258422;111030.10208497618;111030.10208497618;0;111030.10208497618;0;0
346;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
347;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
348;0;0;0;0;0;0;0;0;103674.5220850814;0;0;0;0;0;0
349;0;0;0;116415.50805432725;0;0;0;0;0;0;0;116415.50805432725;0;116415.50805432725;116415.50805432725
350;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
351;0;0;0;0;0;0;0;0;104127.70003116739;0;0;0;0;0;0
352;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
353;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
354;101567.64131125319;101567.64131125319;101567.64131125319;0;101567.64131125319;101567.64131125319;101567.64131125319;101567.64131125319;104580.91459457473;101567.64131125319;101567.64131125319;0;101567.64131125319;0;0
355;0;0;0;117435.71133515172;0;0;0;0;0;0;0;117435.71133515172;0;117435.71133515172;117435.71133515172
356;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
357;0;0;0;0;0;0;0;0;104933.43917548293;0;0;0;0;0;0
358;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
359;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
360;0;0;0;0;0;0;0;0;104580.91459457473;0;0;0;0;0;0
361;0;0;0;117634.10403556481;0;0;0;0;0;0;0;117634.10403556481;0;117634.10403556481;117634.10403556481
362;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
363;102076.838929912;102076.838929912;102076.838929912;0;102076.838929912;102076.838929912;102076.838929912;102076.838929912;104429.83765541414;102076.838929912;102076.838929912;0;102076.838929912;0;0
364;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
365;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
366;0;0;0;0;0;0;0;0;104278.7674875789;0;0;0;0;0;0
367;0;0;0;117180.63894258757;0;0;0;0;0;0;0;117180.63894258757;0;117180.63894258757;117180.63894258757
368;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
369;0;0;0;0;0;0;0;0;103976.63664334205;0;0;0;0;0;0
370;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
371;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
372;101764.74453273513;101764.74453273513;101764.74453273513;0;101764.74453273513;101764.74453273513;101764.74453273513;101764.74453273513;104731.99829641062;101764.74453273513;101764.74453273513;0;101764.74453273513;0;0
373;0;0;0;117492.4134232574;0;0;0;0;0;0;0;117492.4134232574;0;117492.4134232574;117492.4134232574
374;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
375;0;0;0;0;0;0;0;0;105336.3533601896;0;0;0;0;0;0
376;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
377;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
378;0;0;0;0;0;0;0;0;105638.55585883348;0;0;0;0;0;0
379;0;0;0;118626.17763083309;0;0;0;0;0;0;0;118626.17763083309;0;118626.17763083309;118626.17763083309
380;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
381;102947.55545993723;102947.55545993723;102947.55545993723;0;102947.55545993723;102947.55545993723;102947.55545993723;102947.55545993723;105638.55585883348;102947.55545993723;102947.55545993723;0;102947.55545993723;0;0
382;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
383;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
384;0;0;0;0;0;0;0;0;105638.55585883348;0;0;0;0;0;0
385;0;0;0;118767.91726671046;0;0;0;0;0;0;0;118767.91726671046;0;118767.91726671046;118767.91726671046
386;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
387;0;0;0;0;0;0;0;0;106243.01738039548;0;0;0;0;0;0
388;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
389;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
390;103588.40371098586;103588.40371098586;103588.40371098586;0;103588.40371098586;103588.40371098586;103588.40371098586;103588.40371098586;106696.39777142265;103588.40371098586;103588.40371098586;0;103588.40371098586;0;0
391;0;0;0;119731.84468963346;0;0;0;0;0;0;0;119731.84468963346;0;119731.84468963346;119731.84468963346
392;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
393;0;0;0;0;0;0;0;0;106243.01335183402;0;0;0;0;0;0
394;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
395;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
396;0;0;0;0;0;0;0;0;105789.66518932549;0;0;0;0;0;0
397;0;0;0;118994.71250343404;0;0;0;0;0;0;0;118994.71250343404;0;118994.71250343404;118994.71250343404
398;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
399;103292.6105913549;103292.6105913549;103292.6105913549;0;103292.6105913549;103292.6105913549;103292.6105913549;103292.6105913549;105638.55585883348;103292.6105913549;103292.6105913549;0;103292.6105913549;0;0
400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
402;0;0;0;0;0;0;0;0;105789.66518932549;0;0;0;0;0;0
403;0;0;0;118881.31360146154;0;0;0;0;0;0;0;118881.31360146154;0;118881.31360146154;118881.31360146154
404;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
405;0;0;0;0;0;0;0;0;106142.2652840255;0;0;0;0;0;0
406;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
407;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
408;103309.03822693664;103309.03822693664;103309.03822693664;0;103309.03822693664;103309.03822693664;103309.03822693664;103309.03822693664;105789.66518932549;103309.03822693664;103309.03822693664;0;103309.03822693664;0;0
409;0;0;0;118966.36491879428;0;0;0;0;0;0;0;118966.36491879428;0;118966.36491879428;118966.36491879428
410;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
411;0;0;0;0;0;0;0;0;105336.3533601896;0;0;0;0;0;0
412;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
413;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
414;0;0;0;0;0;0;0;0;104580.92542100787;0;0;0;0;0;0
415;0;0;0;117605.79605923168;0;0;0;0;0;0;0;117605.79605923168;0;117605.79605923168;117605.79605923168
416;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
417;101830.5232347986;101830.5232347986;101830.5232347986;0;101830.5232347986;101830.5232347986;101830.5232347986;101830.5232347986;103271.73530955879;101830.5232347986;101830.5232347986;0;101830.5232347986;0;0
418;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
419;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
420;0;0;0;0;0;0;0;0;102315.21284319554;0;0;0;0;0;0
421;0;0;0;115055.56704338788;0;0;0;0;0;0;0;115055.56704338788;0;115055.56704338788;115055.56704338788
422;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
423;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
424;0;0;0;0;0;0;0;0;133501.2899618131;0;0;0;0;0;0
425;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
426;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
427;109142.44055147073;109142.44055147073;109142.44055147073;112166.70481652945;109142.44055147073;109142.44055147073;109142.44055147073;109142.44055147073;0;109142.44055147073;109142.44055147073;112166.70481652945;109142.44055147073;112166.70481652945;112166.70481652945
428;0;0;0;0;0;0;0;0;133501.2346581617;0;0;0;0;0;0
429;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
430;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
431;0;0;0;0;0;0;0;0;100805.24916529858;0;0;0;0;0;0
432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
433;0;0;0;113327.69590957832;0;0;0;0;0;0;0;113327.69590957832;0;113327.69590957832;113327.69590957832
434;0;0;0;0;0;0;0;0;101107.21333548799;0;0;0;0;0;0
435;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
436;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
437;109667.51457815553;109667.51457815553;109667.51457815553;0;109667.51457815553;109667.51457815553;109667.51457815553;109667.51457815553;101811.84405104449;109667.51457815553;109667.51457815553;0;109667.51457815553;0;0
438;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
439;0;0;0;114120.73716468422;0;0;0;0;0;0;0;114120.73716468422;0;114120.73716468422;114120.73716468422
440;0;0;0;0;0;0;0;0;101107.21333548799;0;0;0;0;0;0
441;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
442;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
443;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
444;0;0;0;0;0;0;0;0;133903.76890310008;0;0;0;0;0;0
445;0;0;0;112846.27361449231;0;0;0;0;0;0;0;112846.27361449231;0;112846.27361449231;112846.27361449231
446;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
447;108879.70006724153;108879.70006724153;108879.70006724153;0;108879.70006724153;108879.70006724153;108879.70006724153;108879.70006724153;0;108879.70006724153;108879.70006724153;0;108879.70006724153;0;0
448;0;0;0;0;0;0;0;0;133098.6672312307;0;0;0;0;0;0
449;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
450;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
451;0;0;0;111996.79100801086;0;0;0;0;0;0;0;111996.79100801086;0;111996.79100801086;111996.79100801086
452;0;0;0;0;0;0;0;0;132796.77347117467;0;0;0;0;0;0
453;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
454;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
455;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
456;0;0;0;0;0;0;0;0;131790.57657018877;0;0;0;0;0;0
457;107452.10787622228;107452.10787622228;107452.10787622228;111090.85396477304;107452.10787622228;107452.10787622228;107452.10787622228;107452.10787622228;0;107452.10787622228;107452.10787622228;111090.85396477304;107452.10787622228;111090.85396477304;111090.85396477304
458;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
459;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
460;0;0;0;0;0;0;0;0;130683.89497737544;0;0;0;0;0;0
461;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
462;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
463;0;0;0;110128.4099752801;0;0;0;0;0;0;0;110128.4099752801;0;110128.4099752801;110128.4099752801
464;0;0;0;0;0;0;0;0;130885.09536127078;0;0;0;0;0;0
465;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
466;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
467;106369.36499126533;106369.36499126533;106369.36499126533;0;106369.36499126533;106369.36499126533;106369.36499126533;106369.36499126533;0;106369.36499126533;106369.36499126533;0;106369.36499126533;0;0
468;0;0;0;0;0;0;0;0;131186.90292023894;0;0;0;0;0;0
469;0;0;0;110581.28990497263;0;0;0;0;0;0;0;110581.28990497263;0;110581.28990497263;110581.28990497263
470;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
471;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
472;0;0;0;0;0;0;0;0;131689.95269867283;0;0;0;0;0;0
473;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
474;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
475;0;0;0;111487.18802951016;0;0;0;0;0;0;0;111487.18802951016;0;111487.18802951016;111487.18802951016
476;0;0;0;0;0;0;0;0;132998.0461363266;0;0;0;0;0;0
477;107599.79647706677;107599.79647706677;107599.79647706677;0;107599.79647706677;107599.79647706677;107599.79647706677;107599.79647706677;0;107599.79647706677;107599.79647706677;0;107599.79647706677;0;0
478;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
479;0;0;0;0;0;0;0;0;100805.25467725802;0;0;0;0;0;0
480;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
481;0;0;0;113412.68346867264;0;0;0;0;0;0;0;113412.68346867264;0;113412.68346867264;113412.68346867264
482;0;0;0;0;0;0;0;0;101560.17815571987;0;0;0;0;0;0
483;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
484;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
485;0;0;0;0;0;0;0;0;102214.54482699693;0;0;0;0;0;0
486;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
487;110652.58164956015;110652.58164956015;110652.58164956015;115395.58542063141;110652.58164956015;110652.58164956015;110652.58164956015;110652.58164956015;0;110652.58164956015;110652.58164956015;115395.58542063141;110652.58164956015;115395.58542063141;115395.58542063141
488;0;0;0;0;0;0;0;0;104278.80001317518;0;0;0;0;0;0
489;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
490;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
491;0;0;0;0;0;0;0;0;105336.3533601896;0;0;0;0;0;0
492;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
493;0;0;0;118456.10070087941;0;0;0;0;0;0;0;118456.10070087941;0;118456.10070087941;118456.10070087941
494;0;0;0;0;0;0;0;0;105789.66518932549;0;0;0;0;0;0
495;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
496;103046.15208670266;103046.15208670266;103046.15208670266;0;103046.15208670266;103046.15208670266;103046.15208670266;103046.15208670266;0;103046.15208670266;103046.15208670266;0;103046.15208670266;0;0
497;0;0;0;0;0;0;0;0;106293.3893990793;0;0;0;0;0;0
498;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
499;0;0;0;119646.8019004643;0;0;0;0;0;0;0;119646.8019004643;0;119646.8019004643;119646.8019004643
500;0;0;0;0;0;0;0;0;107149.82238403047;0;0;0;0;0;0
501;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
502;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
503;0;0;0;0;0;0;0;0;107452.11750089511;0;0;0;0;0;0
504;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
505;104623.77119506318;104623.77119506318;104623.77119506318;120752.64564295032;104623.77119506318;104623.77119506318;104623.77119506318;104623.77119506318;0;104623.77119506318;104623.77119506318;120752.64564295032;104623.77119506318;120752.64564295032;120752.64564295032
506;0;0;0;0;0;0;0;0;107452.11750089511;0;0;0;0;0;0
507;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
508;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
509;0;0;0;0;0;0;0;0;107351.35067893463;0;0;0;0;0;0
510;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
511;0;0;0;120412.37042368959;0;0;0;0;0;0;0;120412.37042368959;0;120412.37042368959;120412.37042368959
512;0;0;0;0;0;0;0;0;106545.26963062455;0;0;0;0;0;0
513;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
514;104081.44654365214;104081.44654365214;104081.44654365214;0;104081.44654365214;104081.44654365214;104081.44654365214;104081.44654365214;0;104081.44654365214;104081.44654365214;0;104081.44654365214;0;0
515;0;0;0;0;0;0;0;0;105336.36414838384;0;0;0;0;0;0
516;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
517;0;0;0;118172.68924631362;0;0;0;0;0;0;0;118172.68924631362;0;118172.68924631362;118172.68924631362
518;0;0;0;0;0;0;0;0;104278.7674875789;0;0;0;0;0;0
519;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
520;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
521;0;0;0;0;0;0;0;0;103674.53024264614;0;0;0;0;0;0
522;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
523;101157.09844544063;101157.09844544063;101157.09844544063;116075.54161069766;101157.09844544063;101157.09844544063;101157.09844544063;101157.09844544063;0;101157.09844544063;101157.09844544063;116075.54161069766;101157.09844544063;116075.54161069766;116075.54161069766
524;0;0;0;0;0;0;0;0;102013.20472258142;0;0;0;0;0;0
525;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
526;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
527;0;0;0;0;0;0;0;0;101107.20920759252;0;0;0;0;0;0
528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
529;0;0;0;113554.26950235723;0;0;0;0;0;0;0;113554.26950235723;0;113554.26950235723;113554.26950235723
530;0;0;0;0;0;0;0;0;100805.24916529858;0;0;0;0;0;0
531;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
532;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
533;109437.70065759402;109437.70065759402;109437.70065759402;0;109437.70065759402;109437.70065759402;109437.70065759402;109437.70065759402;100905.90205407461;109437.70065759402;109437.70065759402;0;109437.70065759402;0;0
534;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
535;0;0;0;113610.9214326586;0;0;0;0;0;0;0;113610.9214326586;0;113610.9214326586;113610.9214326586
536;0;0;0;0;0;0;0;0;101711.18016260961;0;0;0;0;0;0
537;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
538;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
539;0;0;0;0;0;0;0;0;102617.25381865262;0;0;0;0;0;0
540;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
541;0;0;0;115537.18231035129;0;0;0;0;0;0;0;115537.18231035129;0;115537.18231035129;115537.18231035129
542;0;0;0;0;0;0;0;0;103825.59769905766;0;0;0;0;0;0
543;111572.08000842376;111572.08000842376;111572.08000842376;0;111572.08000842376;111572.08000842376;111572.08000842376;111572.08000842376;0;111572.08000842376;111572.08000842376;0;111572.08000842376;0;0
544;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
545;0;0;0;0;0;0;0;0;105437.0920214823;0;0;0;0;0;0
546;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
547;0;0;0;118371.0777044641;0;0;0;0;0;0;0;118371.0777044641;0;118371.0777044641;118371.0777044641
548;0;0;0;0;0;0;0;0;105638.55585883348;0;0;0;0;0;0
549;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
550;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
551;0;0;0;0;0;0;0;0;105638.55585883348;0;0;0;0;0;0
552;103046.13555992712;103046.13555992712;103046.13555992712;0;103046.13555992712;103046.13555992712;103046.13555992712;103046.13555992712;0;103046.13555992712;103046.13555992712;0;103046.13555992712;0;0
553;0;0;0;118767.91726671046;0;0;0;0;0;0;0;118767.91726671046;0;118767.91726671046;118767.91726671046
554;0;0;0;0;0;0;0;0;105940.78124443724;0;0;0;0;0;0
555;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
556;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
557;0;0;0;0;0;0;0;0;106696.39777142265;0;0;0;0;0;0
558;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
559;0;0;0;119731.84468963346;0;0;0;0;0;0;0;119731.84468963346;0;119731.84468963346;119731.84468963346
560;0;0;0;0;0;0;0;0;106394.1374668878;0;0;0;0;0;0
561;103802.01797198415;103802.01797198415;103802.01797198415;0;103802.01797198415;103802.01797198415;103802.01797198415;103802.01797198415;0;103802.01797198415;103802.01797198415;0;103802.01797198415;0;0
562;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
563;0;0;0;0;0;0;0;0;106243.01200898271;0;0;0;0;0;0
564;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
565;0;0;0;119590.09389452376;0;0;0;0;0;0;0;119590.09389452376;0;119590.09389452376;119590.09389452376
566;0;0;0;0;0;0;0;0;107301.03074388472;0;0;0;0;0;0
567;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
568;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
569;0;0;0;0;0;0;0;0;110223.97850050147;0;0;0;0;0;0
570;105807.74280105924;105807.74280105924;105807.74280105924;103038.36033107745;105807.74280105924;105807.74280105924;105807.74280105924;105807.74280105924;0;105807.74280105924;105807.74280105924;103038.36033107745;105807.74280105924;103038.36033107745;103038.36033107745
571;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
572;0;0;0;0;0;0;0;0;111383.4791055815;0;0;0;0;0;0
573;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
574;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
575;0;0;0;104201.69474154591;0;0;0;0;111080.97202324224;0;0;104201.69474154591;0;104201.69474154591;104201.69474154591
576;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
577;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
578;0;0;0;0;0;0;0;0;110778.4807062585;0;0;0;0;0;0
579;108405.76998174583;108405.76998174583;108405.76998174583;0;108405.76998174583;108405.76998174583;108405.76998174583;108405.76998174583;0;108405.76998174583;108405.76998174583;0;108405.76998174583;0;0
580;0;0;0;104031.42887100758;0;0;0;0;0;0;0;104031.42887100758;0;104031.42887100758;104031.42887100758
581;0;0;0;0;0;0;0;0;111534.73461873246;0;0;0;0;0;0
582;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
583;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
584;0;0;0;0;0;0;0;0;111232.21965636358;0;0;0;0;0;0
585;0;0;0;104201.68889261404;0;0;0;0;0;0;0;104201.68889261404;0;104201.68889261404;104201.68889261404
586;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
587;0;0;0;0;0;0;0;0;111080.9667681333;0;0;0;0;0;0
588;108537.36604022415;108537.36604022415;108537.36604022415;0;108537.36604022415;108537.36604022415;108537.36604022415;108537.36604022415;0;108537.36604022415;108537.36604022415;0;108537.36604022415;0;0
589;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
590;0;0;0;103861.14962380935;0;0;0;0;110778.4807062585;0;0;103861.14962380935;0;103861.14962380935;103861.14962380935
591;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
592;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
593;0;0;0;0;0;0;0;0;109871.10155933088;0;0;0;0;0;0
594;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
595;0;0;0;102612.71435012913;0;0;0;0;0;0;0;102612.71435012913;0;102612.71435012913;102612.71435012913
596;0;0;0;0;0;0;0;0;108963.86506701549;0;0;0;0;0;0
597;106892.64061200438;106892.64061200438;106892.64061200438;0;106892.64061200438;106892.64061200438;106892.64061200438;106892.64061200438;0;106892.64061200438;106892.64061200438;0;106892.64061200438;0;0
598;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
599;0;0;0;0;0;0;0;0;108056.77181196588;0;0;0;0;0;0
600;0;0;0;101194.42068250339;0;0;0;0;0;0;0;101194.42068250339;0;101194.42068250339;101194.42068250339
601;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
602;0;0;0;0;0;0;0;0;107603.27507901576;0;0;0;0;0;0
603;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
604;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
605;0;0;0;100882.44214621036;0;0;0;0;107754.44332930184;0;0;100882.44214621036;0;100882.44214621036;100882.44214621036
606;104968.96174630383;104968.96174630383;104968.96174630383;0;104968.96174630383;104968.96174630383;104968.96174630383;104968.96174630383;0;104968.96174630383;104968.96174630383;0;104968.96174630383;0;0
607;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
608;0;0;0;0;0;0;0;0;105789.69748571189;0;0;0;0;0;0
609;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
610;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
611;0;0;0;117945.98247583292;0;0;0;0;104127.71088073941;0;0;117945.98247583292;0;117945.98247583292;117945.98247583292
612;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
613;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
614;0;0;0;0;0;0;0;0;102617.27021036304;0;0;0;0;0;0
615;101058.67666778623;101058.67666778623;101058.67666778623;0;101058.67666778623;101058.67666778623;101058.67666778623;101058.67666778623;0;101058.67666778623;101058.67666778623;0;101058.67666778623;0;0
616;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
617;0;0;0;114234.16854904447;0;0;0;0;0;0;0;114234.16854904447;0;114234.16854904447;114234.16854904447
618;0;0;0;0;0;0;0;0;133702.58331098803;0;0;0;0;0;0
619;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
620;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
621;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
622;0;0;0;0;0;0;0;0;129426.57110210712;0;0;0;0;0;0
623;0;0;0;109194.59478004591;0;0;0;0;0;0;0;109194.59478004591;0;109194.59478004591;109194.59478004591
624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
625;105795.65294575087;105795.65294575087;105795.65294575087;0;105795.65294575087;105795.65294575087;105795.65294575087;105795.65294575087;0;105795.65294575087;105795.65294575087;0;105795.65294575087;0;0
626;0;0;0;0;0;0;0;0;129125.02307794457;0;0;0;0;0;0
627;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
628;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
