7.863;0.000;7.863
7.388;0.000;7.388
7.525;0.000;7.525
7.975;0.000;7.975
8.438;0.000;8.438
7.525;0.000;7.525
7.413;0.000;7.413
3.763;0.000;3.763
2.638;0.000;2.638
2.525;0.000;2.525
2.488;0.000;2.488
2.375;0.000;2.375
2.688;0.000;2.688
2.713;0.000;2.713
2.563;0.000;2.563
2.663;0.000;2.663
2.425;0.000;2.425
2.413;0.000;2.413
2.438;0.000;2.438
2.063;0.000;2.063
1.950;0.000;1.950
1.988;0.000;1.988
2.388;0.000;2.388
2.450;0.000;2.450
2.363;0.000;2.363
2.438;0.000;2.438
2.525;0.000;2.525
2.463;0.000;2.463
2.188;0.000;2.188
2.100;0.000;2.100
2.088;0.000;2.088
2.275;0.000;2.275
2.575;0.000;2.575
2.525;0.000;2.525
2.513;0.000;2.513
2.513;0.000;2.513
2.500;0.000;2.500
2.525;0.000;2.525
2.550;0.000;2.550
2.550;0.000;2.550
2.638;0.000;2.638
2.700;0.000;2.700
2.638;0.000;2.638
2.713;0.000;2.713
2.688;0.000;2.688
2.538;0.000;2.538
2.613;0.000;2.613
2.538;0.000;2.538
2.588;0.000;2.588
2.613;0.000;2.613
2.800;0.000;2.800
2.850;0.000;2.850
2.863;0.000;2.863
2.825;0.000;2.825
2.738;0.000;2.738
2.838;0.000;2.838
2.838;0.000;2.838
2.475;0.000;2.475
2.625;0.000;2.625
2.763;0.000;2.763
2.738;0.000;2.738
2.750;0.000;2.750
2.800;0.000;2.800
2.688;0.000;2.688
2.538;0.000;2.538
2.463;0.000;2.463
2.050;0.000;2.050
1.638;-0.050;1.588
2.025;0.000;2.025
1.788;0.000;1.788
1.738;0.000;1.738
1.538;0.000;1.538
1.075;-0.225;0.850
0.963;-0.238;0.725
0.838;-2.425;-1.588
0.000;-4.988;-4.988
0.000;-4.150;-4.150
0.100;-3.513;-3.413
0.000;-2.675;-2.675
0.000;-5.288;-5.288
0.000;-3.825;-3.825
0.450;-0.888;-0.438
0.750;-0.888;-0.138
0.413;-1.163;-0.750
0.675;-0.913;-0.238
0.738;-0.763;-0.025
0.600;-0.775;-0.175
0.550;-1.575;-1.025
0.913;-0.300;0.613
1.600;0.000;1.600
1.700;0.000;1.700
2.025;0.000;2.025
2.163;0.000;2.163
2.313;0.000;2.313
2.538;0.000;2.538
2.600;0.000;2.600
2.688;0.000;2.688
2.663;0.000;2.663
2.725;0.000;2.725
2.700;0.000;2.700
2.613;0.000;2.613
2.688;0.000;2.688
2.900;0.000;2.900
2.900;0.000;2.900
2.950;0.000;2.950
2.850;0.000;2.850
3.175;0.000;3.175
3.175;0.000;3.175
3.300;0.000;3.300
2.988;0.000;2.988
2.963;0.000;2.963
2.688;0.000;2.688
2.550;0.000;2.550
2.600;0.000;2.600
2.638;0.000;2.638
2.688;0.000;2.688
2.863;0.000;2.863
2.963;0.000;2.963
2.888;0.000;2.888
2.925;0.000;2.925
2.875;0.000;2.875
2.788;0.000;2.788
2.438;0.000;2.438
2.413;0.000;2.413
2.513;0.000;2.513
2.450;0.000;2.450
2.638;0.000;2.638
2.975;0.000;2.975
3.538;0.000;3.538
3.700;0.000;3.700
3.038;0.000;3.038
2.888;0.000;2.888
2.925;0.000;2.925
2.900;0.000;2.900
3.300;0.000;3.300
3.313;0.000;3.313
3.363;0.000;3.363
3.025;0.000;3.025
3.000;0.000;3.000
2.913;0.000;2.913
2.788;0.000;2.788
2.850;0.000;2.850
3.225;0.000;3.225
3.300;0.000;3.300
3.238;0.000;3.238
2.863;0.000;2.863
2.625;0.000;2.625
2.788;0.000;2.788
2.888;0.000;2.888
3.238;0.000;3.238
3.800;0.000;3.800
3.300;0.000;3.300
3.100;0.000;3.100
3.113;0.000;3.113
4.063;0.000;4.063
3.425;0.000;3.425
3.275;0.000;3.275
4.425;0.000;4.425
3.150;0.000;3.150
4.038;0.000;4.038
3.275;0.000;3.275
2.663;0.000;2.663
3.450;0.000;3.450
2.000;-0.188;1.813
1.150;-0.063;1.088
0.025;-1.025;-1.000
0.025;-1.925;-1.900
0.000;-2.700;-2.700
0.000;-2.713;-2.713
0.000;-3.650;-3.650
0.163;-3.925;-3.763
0.000;-5.038;-5.038
0.013;-5.275;-5.263
0.188;-4.863;-4.675
0.225;-3.238;-3.013
0.675;-0.588;0.088
1.138;-0.675;0.463
1.238;-1.425;-0.188
0.438;-3.125;-2.688
0.263;-3.138;-2.875
0.213;-2.375;-2.163
0.000;-3.763;-3.763
0.038;-3.263;-3.225
0.175;-2.975;-2.800
0.550;-2.125;-1.575
0.538;-1.038;-0.500
0.650;-0.738;-0.088
0.650;-0.600;0.050
1.600;-0.013;1.588
2.463;0.000;2.463
3.113;0.000;3.113
3.288;0.000;3.288
2.963;0.000;2.963
2.963;0.000;2.963
3.238;0.000;3.238
5.225;0.000;5.225
4.600;0.000;4.600
5.425;0.000;5.425
5.413;0.000;5.413
6.725;0.000;6.725
6.025;0.000;6.025
6.463;0.000;6.463
7.925;0.000;7.925
7.088;0.000;7.088
7.838;0.000;7.838
8.050;0.000;8.050
8.063;0.000;8.063
6.950;0.000;6.950
7.913;0.000;7.913
8.000;0.000;8.000
7.350;0.000;7.350
7.625;0.000;7.625
7.875;0.000;7.875
7.938;0.000;7.938
7.975;0.000;7.975
7.950;0.000;7.950
8.063;0.000;8.063
8.063;0.000;8.063
7.975;0.000;7.975
7.975;0.000;7.975
7.963;0.000;7.963
7.838;0.000;7.838
7.838;0.000;7.838
7.713;0.000;7.713
7.625;0.000;7.625
7.413;0.000;7.413
7.313;0.000;7.313
7.113;0.000;7.113
6.938;0.000;6.938
6.975;0.000;6.975
6.900;0.000;6.900
6.875;0.000;6.875
6.875;0.000;6.875
6.913;0.000;6.913
6.925;0.000;6.925
6.850;0.000;6.850
6.888;0.000;6.888
6.838;0.000;6.838
6.813;0.000;6.813
6.775;0.000;6.775
6.788;0.000;6.788
6.825;0.000;6.825
6.838;0.000;6.838
6.700;0.000;6.700
6.650;0.000;6.650
6.675;0.000;6.675
6.663;0.000;6.663
7.138;0.000;7.138
7.263;0.000;7.263
7.225;0.000;7.225
7.213;0.000;7.213
7.163;0.000;7.163
7.613;0.000;7.613
9.050;0.000;9.050
8.938;0.000;8.938
9.300;0.000;9.300
9.425;0.000;9.425
9.363;0.000;9.363
9.425;0.000;9.425
9.275;0.000;9.275
8.788;0.000;8.788
7.975;0.000;7.975
8.438;0.000;8.438
8.525;0.000;8.525
7.763;0.000;7.763
6.988;0.000;6.988
6.775;0.000;6.775
5.713;0.000;5.713
6.175;0.000;6.175
6.713;0.000;6.713
6.525;0.000;6.525
6.188;0.000;6.188
8.238;0.000;8.238
7.363;0.000;7.363
5.575;0.000;5.575
9.063;0.000;9.063
9.100;0.000;9.100
7.238;0.000;7.238
7.513;0.000;7.513
8.750;0.000;8.750
8.375;0.000;8.375
9.838;0.000;9.838
9.775;0.000;9.775
9.075;0.000;9.075
9.425;0.000;9.425
9.488;0.000;9.488
9.713;0.000;9.713
9.600;0.000;9.600
9.463;0.000;9.463
9.150;0.000;9.150
9.138;0.000;9.138
8.963;0.000;8.963
7.688;0.000;7.688
7.575;0.000;7.575
7.250;0.000;7.250
6.788;0.000;6.788
4.313;0.000;4.313
4.975;0.000;4.975
5.625;0.000;5.625
4.038;0.000;4.038
3.600;0.000;3.600
4.525;0.000;4.525
3.350;0.000;3.350
3.288;0.000;3.288
4.113;0.000;4.113
3.675;0.000;3.675
3.113;0.000;3.113
3.675;0.000;3.675
4.088;0.000;4.088
3.188;0.000;3.188
3.325;0.000;3.325
4.513;0.000;4.513
3.175;0.000;3.175
3.200;0.000;3.200
4.463;0.000;4.463
3.200;0.000;3.200
3.300;0.000;3.300
4.475;0.000;4.475
3.213;0.000;3.213
3.825;0.000;3.825
3.863;0.000;3.863
3.213;0.000;3.213
3.988;0.000;3.988
3.538;0.000;3.538
3.213;0.000;3.213
3.788;0.000;3.788
3.750;0.000;3.750
3.163;0.000;3.163
3.713;0.000;3.713
3.863;0.000;3.863
3.200;0.000;3.200
3.325;0.000;3.325
4.188;0.000;4.188
3.088;0.000;3.088
3.038;0.000;3.038
3.625;0.000;3.625
3.938;0.000;3.938
3.088;0.000;3.088
3.075;0.000;3.075
4.338;0.000;4.338
3.113;0.000;3.113
3.300;0.000;3.300
4.650;0.000;4.650
6.588;0.000;6.588
6.025;0.000;6.025
6.963;0.000;6.963
6.963;0.000;6.963
7.225;0.000;7.225
8.463;0.000;8.463
8.638;0.000;8.638
9.063;0.000;9.063
8.900;0.000;8.900
8.838;0.000;8.838
8.463;0.000;8.463
8.413;0.000;8.413
8.638;0.000;8.638
8.450;0.000;8.450
8.413;0.000;8.413
8.125;0.000;8.125
8.000;0.000;8.000
7.863;0.000;7.863
7.800;0.000;7.800
8.863;0.000;8.863
8.400;0.000;8.400
8.400;0.000;8.400
8.088;0.000;8.088
8.213;0.000;8.213
8.163;0.000;8.163
8.263;0.000;8.263
8.338;0.000;8.338
9.150;0.000;9.150
9.300;0.000;9.300
8.825;0.000;8.825
8.663;0.000;8.663
